match,tmdb_id,tmdb_company_name,wikidata_id,wikidata_company_name,total_score,name_match_subscore,common_media_subscore,tmdb_media_count,wikidata_media_count,common_media_count
PROBABLY,6075,Studio Deen,Q507806,Studio Deen,0.7500,1.0000,0.7500,145,44,33
PROBABLY,3645,Barwood Films,Q15541465,Barwood Films,0.7500,1.0000,0.7500,10,4,3
PROBABLY,19177,Red Granite Pictures,Q61088518,Red Granite Pictures,0.7500,1.0000,0.7500,9,4,3
PROBABLY,12622,Darko Entertainment,Q17335620,Darko Entertainment,0.7500,1.0000,0.7500,12,4,3
PROBABLY,4541,Raybert Productions,Q7298403,Raybert Productions,0.7500,1.0000,0.7500,4,5,3
PROBABLY,7671,Amblin Television,Q24988339,Amblin Television,0.7500,1.0000,0.7500,76,12,9
PROBABLY,101180,Nordkap-Film A/S,Q22037025,Nordkap-Film,0.7500,0.7500,1.0000,3,1,1
PROBABLY,4207,Sahamongkolfilm,Q1040910,Sahamongkol Film International,0.7500,0.7500,1.0000,229,4,4
PROBABLY,134898,Woodard Productions Inc.,Q28114157,Woodard Productions,0.7500,0.7500,1.0000,1,2,1
PROBABLY,88022,Toya-Film AS,Q22037377,Toya-Film,0.7500,0.7500,1.0000,4,1,1
PROBABLY,7271,United Pictures,Q19881618,United Pictures Corporation,0.7500,0.7500,1.0000,12,2,2
PROBABLY,89715,Citizens United Productions,Q5122739,Citizens United,0.7500,0.7500,1.0000,6,1,1
PROBABLY,12049,Alan Jay Lerner Productions,Q961893,Alan Jay Lerner,0.7500,0.7500,1.0000,1,1,1
PROBABLY,111646,Tuesday’s Child East,Q107354946,Tuesday’s Child,0.7500,0.7500,1.0000,1,1,1
PROBABLY,17645,Stockholm Film,Q113584164,AB Stockholmfilm,0.7500,0.7500,1.0000,13,1,1
PROBABLY,4235,R%26C Produzioni,Q101480128,R&C Produzioni,0.7500,0.7500,1.0000,1,2,1
PROBABLY,163450,Q3 Medya,Q61072291,O3 Medya,0.7500,0.7500,1.0000,1,7,1
PROBABLY,11429,Hit & Run Productions,Q3138577,Hit and Run Productions,0.7500,0.7500,1.0000,2,1,1
PROBABLY,7901,Harmony Gold,Q3783414,Harmony Gold USA,0.7500,0.7500,1.0000,26,4,4
PROBABLY,21147,Ovídeo TV S.A.,Q104822140,Ovídeo TV,0.7500,0.7500,1.0000,15,3,3
PROBABLY,2253,Lawrence Bender Productions,Q514913,Lawrence Bender,0.7500,0.7500,1.0000,18,3,3
PROBABLY,29356,Universal Pictures Spain,Q168383,Universal Pictures,0.7500,0.7500,1.0000,1,1332,1
PROBABLY,75419,Inkas Film & T.V. Productions,Q110822911,Inkas Film Production,0.7500,0.7500,1.0000,10,3,3
PROBABLY,2999,SVT,Q741376,SVT2,0.7500,0.7500,1.0000,1095,1,1
PROBABLY,3193,Jean Vigo Italia,Q107600390,Jean Vigò Italia,0.7500,0.7500,1.0000,16,2,2
PROBABLY,10436,William Goldman Productions,Q506885,William Goldman,0.7500,0.7500,1.0000,1,1,1
PROBABLY,17608,Empe Film AB,Q89028270,Empe Film,0.7500,0.7500,1.0000,1,1,1
PROBABLY,20441,Hahn Film AG,Q16354494,Hahn Film,0.7500,0.7500,1.0000,8,1,1
PROBABLY,62408,Subzero Film Entertainment,Q111256364,Subzero Film,0.7500,0.7500,1.0000,2,2,2
PROBABLY,114289,Cinema 11 undici,Q62565077,Cinemaundici,0.7500,0.7500,1.0000,1,3,1
PROBABLY,4581,Dovzhenko Film Studios,Q577589,Dovzhenko Film Studios,0.7465,1.0000,0.7465,350,288,215
PROBABLY,96,X Filme Creative Pool,Q878698,X-Filme Creative Pool,0.7451,0.9048,0.8235,69,17,14
PROBABLY,207,Agat Films & Cie / Ex Nihilo,Q20724296,Agat Films & Cie - Ex Nihilo,0.7429,0.9286,0.8000,182,15,12
PROBABLY,8117,Max Films,Q65092129,Max Films,0.7419,1.0000,0.7419,35,31,23
PROBABLY,16772,Little Bear,Q2363431,Little Bear,0.7407,1.0000,0.7407,27,33,20
PROBABLY,17611,Sean S. Cunningham Films,Q709325,Sean S. Cunningham,0.7391,0.7391,1.0000,13,1,1
PROBABLY,16340,Lee Mendelson Film Productions,Q6514529,Lee Mendelson Films,0.7391,0.7391,1.0000,59,2,2
PROBABLY,28534,The Grundy Organization,Q7307783,Reg Grundy Organisation,0.7391,0.7391,1.0000,8,1,1
PROBABLY,20664,Anton Capital Entertainment (ACE),Q19600200,Anton Capital Entertainment,0.7391,0.7391,1.0000,19,2,2
PROBABLY,6084,Scalera Film,Q3951435,Scalera Film,0.7381,1.0000,0.7381,42,55,31
PROBABLY,7036,CJ Entertainment,Q5012265,CJ Entertainment,0.7368,1.0000,0.7368,414,19,14
PROBABLY,20076,HandMade Films,Q1033488,HandMade Films,0.7368,1.0000,0.7368,37,19,14
PROBABLY,76907,Atomic Monster,Q28402403,Atomic Monster Productions,0.7368,0.7368,1.0000,39,14,14
PROBABLY,12745,British Screen Productions,Q78156601,British Screen,0.7368,0.7368,1.0000,77,2,2
PROBABLY,5110,Michael Balcon Productions,Q1362106,Michael Balcon,0.7368,0.7368,1.0000,7,1,1
PROBABLY,92135,Sangeeth Sivan Productions,Q7417923,Sangeeth Sivan,0.7368,0.7368,1.0000,2,1,1
PROBABLY,105636,Six Sigma Plus Productions,Q56007312,Six Sigma Plus,0.7368,0.7368,1.0000,21,1,1
PROBABLY,20545,Astor Pictures Corp.,Q4811072,Astor Pictures,0.7368,0.7368,1.0000,3,1,1
PROBABLY,182560,The Best Films,Q91437508,The Best Films Productions,0.7368,0.7368,1.0000,1,1,1
PROBABLY,19852,Marcel Hellman Productions,Q215151,Marcel Hellman,0.7368,0.7368,1.0000,7,1,1
PROBABLY,20852,Derrick Comedy Productions,Q5262996,Derrick Comedy,0.7368,0.7368,1.0000,1,1,1
PROBABLY,16785,Croatia Film,Q5187036,Croatia Film,0.7333,1.0000,0.7333,68,15,11
PROBABLY,4395,Monogram Pictures,Q2756484,Monogram Pictures,0.7333,1.0000,0.7333,555,150,110
PROBABLY,10067,Alloy Entertainment,Q2649438,Alloy Entertainment,0.7333,1.0000,0.7333,30,15,11
PROBABLY,179972,Clokey Productions Inc.,Q17592447,Clokey Productions,0.7333,0.7333,1.0000,1,3,1
PROBABLY,124255,Sublimation,Q81510356,Sublimation Inc.,0.7333,0.7333,1.0000,5,1,1
PROBABLY,114255,Suomen Filmiteollisuus SF (II),Q18682669,Suomen Filmiteollisuus,0.7333,0.7333,1.0000,4,1,1
PROBABLY,6531,Parts and Labor,Q2055093,Parts & Labor,0.7333,0.7333,1.0000,21,1,1
PROBABLY,20708,Video Brinquedo,Q2085058,Vídeo Brinquedo,0.7333,0.7333,1.0000,21,1,1
PROBABLY,67200,Billionfold,Q4912005,Billionfold Inc.,0.7333,0.7333,1.0000,5,3,3
PROBABLY,12992,Mefistofilm A/S,Q22010130,Mefistofilm,0.7333,0.7333,1.0000,15,8,8
PROBABLY,50593,Pukeko Pictures,Q7259111,Pūkeko Pictures,0.7333,0.7333,1.0000,2,1,1
PROBABLY,3183,General Entertainment Co. LTD,Q5531890,General Entertainment,0.7333,0.7333,1.0000,7,1,1
PROBABLY,5822,Toei Company,Q1066018,Toei Company,0.7294,1.0000,0.7294,2213,85,62
PROBABLY,1444,Cannon Group,Q1033465,The Cannon Group,0.7279,0.7500,0.9706,274,68,66
PROBABLY,21979,Mer Film AS,Q25430830,Mer Film,0.7273,0.7273,1.0000,32,3,3
PROBABLY,5414,T&C Film,Q92780901,T&C Film AG,0.7273,0.7273,1.0000,26,1,1
PROBABLY,1960,Prana-Film GmbH,Q540172,Prana Film,0.7273,0.7273,1.0000,1,1,1
PROBABLY,128715,Agitator AS,Q22270457,Agitator,0.7273,0.7273,1.0000,3,1,1
PROBABLY,70515,G.B. Samuelson Productions,Q5511988,G.B. Samuelson Productions,0.7273,1.0000,0.7273,11,16,8
PROBABLY,8238,Regal Entertainment,Q7307916,Regal Entertainment,0.7273,1.0000,0.7273,470,11,8
PROBABLY,2230,MGM Television,Q905791,MGM Television,0.7273,1.0000,0.7273,164,11,8
PROBABLY,13184,Annapurna Pictures,Q16242963,Annapurna Pictures,0.7273,1.0000,0.7273,42,22,16
PROBABLY,13839,Metafilms,Q18202467,Metafilms,0.7273,1.0000,0.7273,35,11,8
PROBABLY,440,Kinoproduction,Q618489,Kinoproduction,0.7273,1.0000,0.7273,37,11,8
PROBABLY,113707,1-2-3 Production,Q69803186,1-2-3 Production,0.7273,1.0000,0.7273,33,11,8
PROBABLY,2801,Film i Väst,Q2748604,Film i Väst,0.7250,1.0000,0.7250,362,40,29
PROBABLY,2650,Ealing Studios,Q72081,Ealing Studios,0.7229,1.0000,0.7229,126,83,60
PROBABLY,8450,Jor Kwang Films,Q35980843,Jorkwang Film,0.7222,0.8667,0.8333,24,6,5
PROBABLY,49470,Diagonal TV,Q12162653,Diagonal TV,0.7222,1.0000,0.7222,32,18,13
PROBABLY,74486,Kyrgyzfilm,Q1975431,Kyrgyzfilm,0.7222,1.0000,0.7222,41,18,13
PROBABLY,25599,Famous Players Film Company,Q5433479,Famous Players Film Company,0.7222,1.0000,0.7222,76,18,13
PROBABLY,31245,Pacific Films (NZ),Q17056375,Pacific Films,0.7222,0.7222,1.0000,4,1,1
PROBABLY,13655,Casa de Filme 3,Q18538647,Casa de Filme Trei,0.7222,0.7222,1.0000,34,1,1
PROBABLY,31782,Thomas H. Ince Corporation,Q942822,Thomas H. Ince,0.7222,0.7222,1.0000,59,1,1
PROBABLY,17412,Rooster Teeth Productions,Q7366534,Rooster Teeth,0.7222,0.7222,1.0000,70,8,8
PROBABLY,1471,Archer Street Productions,Q107681766,Archer Street,0.7222,0.7222,1.0000,4,1,1
PROBABLY,10096,Walter Wanger Productions,Q1351511,Walter Wanger,0.7222,0.7222,1.0000,39,1,1
PROBABLY,139680,Saint Laurent,Q2282172,Yves Saint Laurent,0.7222,0.7222,1.0000,5,1,1
PROBABLY,5697,Vernon Steele Productions,Q7922239,Vernon Steele,0.7222,0.7222,1.0000,1,1,1
PROBABLY,38337,Louis B. Mayer Productions,Q319682,Louis B. Mayer,0.7222,0.7222,1.0000,23,1,1
PROBABLY,164516,Grassroot Entertainment Pvt. Ltd.,Q18125271,Grassroot Entertainment,0.7222,0.7222,1.0000,9,1,1
PROBABLY,83148,Miramón Mendi,Q9033551,Miramamón Mendi S.A.,0.7222,0.7222,1.0000,3,3,3
PROBABLY,286,Fantasy Films,Q21729773,Fantasy Films Productions,0.7222,0.7222,1.0000,6,2,2
PROBABLY,882,Toho,Q875920,Toho,0.7213,1.0000,0.7213,1215,183,132
PROBABLY,2531,MRC,Q2856187,MRC,0.7200,1.0000,0.7200,58,25,18
PROBABLY,838,Paramount Vantage,Q1148711,Paramount Vantage,0.7200,1.0000,0.7200,35,25,18
MAYBE,90738,Paramount Pictures Canada,Q159846,Paramount Pictures,0.7200,0.7200,1.0000,1,1128,1
PROBABLY,17620,Svenska Biografteatern,Q4993551,Svenska Biografteatern,0.7188,1.0000,0.7188,61,32,23
PROBABLY,25065,VUFKU (All-Ukrainian Photo-Cinema Administration),Q4102048,All-Ukrainian Photo-Cinema Administration,0.7172,0.8367,0.8571,45,14,12
MAYBE,12228,Blue Omega Entertainment,Q4929596,Blue Omega,0.7143,0.7143,1.0000,2,1,1
MAYBE,116846,R Media,Q99976042,R-media,0.7143,0.7143,1.0000,3,1,1
MAYBE,115247,A Film Estonia,Q12358037,A Film Eesti,0.7143,0.7143,1.0000,7,1,1
MAYBE,11155,Life Is My Movie Entertainment Company,Q6544876,Life Is My Movie Entertainment,0.7143,0.7143,1.0000,4,1,1
MAYBE,169018,Monogatari,Q78479795,Monogatari srl,0.7143,0.7143,1.0000,4,1,1
MAYBE,109377,Tormenta Films,Q6024105,Morena Films,0.7143,0.7143,1.0000,1,14,1
MAYBE,22624,Iké Asistencia,Q64976063,IKE Asistencia,0.7143,0.7143,1.0000,1,1,1
MAYBE,482,Prometheus,Q17086011,Prometheus Entertainment,0.7143,0.7143,1.0000,1,1,1
MAYBE,73672,Vampyrfilm A/S,Q22019379,Vampyrfilm,0.7143,0.7143,1.0000,2,1,1
MAYBE,160859,Chris Rock Entertainment,Q4109,Chris Rock,0.7143,0.7143,1.0000,3,1,1
MAYBE,44163,Rajkumar Hirani Films,Q3418007,Rajkumar Hirani,0.7143,0.7143,1.0000,6,1,1
MAYBE,13495,Flashpoint (I),Q364479,Flashpoint,0.7143,0.7143,1.0000,11,1,1
MAYBE,11572,CITY-TV,Q2931559,CITY-DT,0.7143,0.7143,1.0000,8,1,1
MAYBE,56101,Kayro-Vue Productions,Q112167795,Kayro Productions,0.7143,0.7143,1.0000,4,8,4
PROBABLY,431,The Donners' Company,Q17343562,The Donners' Company,0.7143,1.0000,0.7143,24,7,5
PROBABLY,13479,Edward Small Productions,Q17377479,Edward Small Productions,0.7143,1.0000,0.7143,63,7,5
PROBABLY,5166,Filmiteollisuus Fine,Q11859563,Filmiteollisuus Fine,0.7143,1.0000,0.7143,8,7,5
PROBABLY,24321,Jaaz Multimedia,Q17067950,Jaaz Multimedia,0.7143,1.0000,0.7143,31,14,10
PROBABLY,10156,Affirm Films,Q4688987,Affirm Films,0.7143,1.0000,0.7143,17,7,5
PROBABLY,2463,Filmex,Q5449056,Filmex,0.7143,1.0000,0.7143,103,7,5
PROBABLY,3361,Digital Frontier,Q5275866,Digital Frontier,0.7143,1.0000,0.7143,17,7,5
PROBABLY,157807,WOWOW,Q775216,WOWOW,0.7143,1.0000,0.7143,137,7,5
PROBABLY,34764,Frederator Studios,Q651120,Frederator Studios,0.7143,1.0000,0.7143,38,14,10
PROBABLY,7220,CAPCOM,Q14428,Capcom,0.7143,1.0000,0.7143,44,7,5
PROBABLY,81139,Vanguard Animation,Q544150,Vanguard Animation,0.7143,1.0000,0.7143,10,7,5
PROBABLY,24955,Paramount Animation,Q7135302,Paramount Animation,0.7143,1.0000,0.7143,15,7,5
PROBABLY,42141,DreamWorks Animation Television,Q96376624,DreamWorks Animation Television,0.7143,1.0000,0.7143,41,7,5
PROBABLY,1421,World of Wonder,Q8036645,World of Wonder,0.7143,1.0000,0.7143,97,21,15
PROBABLY,11308,Savoy Pictures,Q1283484,Savoy Pictures,0.7143,1.0000,0.7143,21,7,5
PROBABLY,10038,SQUARE ENIX,Q207784,Square Enix,0.7143,1.0000,0.7143,63,7,5
PROBABLY,10282,Silver Screen Partners IV,Q25917011,Silver Screen Partners IV,0.7143,1.0000,0.7143,19,7,5
PROBABLY,10437,Lisa Film,Q1432993,Lisa Film,0.7143,1.0000,0.7143,123,7,5
PROBABLY,174,Warner Bros. Pictures,Q8016302,Warner Bros. Pictures,0.7143,1.0000,0.7143,3226,14,10
PROBABLY,8967,action concept,Q266276,Action Concept,0.7143,1.0000,0.7143,23,7,5
PROBABLY,11879,Photon Kathaas,Q7187842,Photon Kathaas,0.7143,1.0000,0.7143,7,8,5
PROBABLY,9993,DC Entertainment,Q3011161,DC Entertainment,0.7143,1.0000,0.7143,146,28,20
PROBABLY,58209,Studio Mir,Q7628201,Studio Mir,0.7143,1.0000,0.7143,11,7,5
PROBABLY,46730,Bombay Talkies,Q497661,Bombay Talkies,0.7143,1.0000,0.7143,14,7,5
PROBABLY,22881,Mayhem Pictures,Q24806916,Mayhem Pictures,0.7143,1.0000,0.7143,9,7,5
PROBABLY,1533,Indigo Film,Q16321327,Indigo Film,0.7143,1.0000,0.7143,75,14,10
PROBABLY,5552,Media Asia Films,Q10955986,Media Asia Films,0.7143,1.0000,0.7143,62,7,5
PROBABLY,101,Roxy Film,Q1254356,Roxy Film,0.7143,1.0000,0.7143,75,7,5
PROBABLY,415,Laurence Mark Productions,Q17386257,Laurence Mark Productions,0.7143,1.0000,0.7143,15,7,5
PROBABLY,12298,Sri Thenandal Films,Q23038264,Sri Thenandal Films,0.7143,1.0000,0.7143,31,7,5
PROBABLY,856,Wild Bunch,Q3568109,Wild Bunch,0.7083,1.0000,0.7083,195,48,34
PROBABLY,2669,Filmlance International,Q10495189,Filmlance International,0.7083,1.0000,0.7083,99,48,34
PROBABLY,4766,Kitty Films,Q595808,Kitty Films,0.7059,1.0000,0.7059,47,17,12
MAYBE,403,Neue Bioskop Film,Q65589420,Bioskop Film,0.7059,0.7059,1.0000,54,2,2
MAYBE,65681,Three Rivers Production,Q100706327,Three Rivers,0.7059,0.7059,1.0000,1,1,1
MAYBE,77371,Java Film Co.,Q115282743,Java Film Company,0.7059,0.7059,1.0000,2,2,2
MAYBE,5538,Sandy Howard Productions,Q1670057,Sandy Howard,0.7059,0.7059,1.0000,9,1,1
MAYBE,68741,Southern International,Q7570041,Southern International Productions,0.7059,0.7059,1.0000,1,5,1
MAYBE,143660,Boris Morros Productions,Q893733,Boris Morros,0.7059,0.7059,1.0000,1,1,1
MAYBE,25345,Central Motion Picture Corporation,Q10875536,Central Pictures Corporation,0.7037,0.7037,1.0000,91,2,2
MAYBE,26140,United Broadcasting Inc.,Q7887543,United Broadcasting Company,0.7037,0.7037,1.0000,3,1,1
PROBABLY,14464,Sri Venkateswara Creations,Q7586324,Sri Venkateswara Creations,0.7037,1.0000,0.7037,43,27,19
PROBABLY,123414,Kokusai Eigasha,Q11422458,Kokusai Eiga-sha,0.7031,0.9375,0.7500,10,4,3
PROBABLY,3081,Tips Industries,Q7808967,Tips Industries Limited,0.7031,0.9375,0.7500,23,8,6
PROBABLY,1382,PolyGram Filmed Entertainment,Q1983457,PolyGram Filmed Entertainment,0.7015,1.0000,0.7015,125,67,47
PROBABLY,3749,Vishesh Films,Q7935953,Vishesh Films,0.7000,1.0000,0.7000,38,20,14
PROBABLY,15505,NHK,Q212128,NHK,0.7000,1.0000,0.7000,796,10,7
PROBABLY,1926,Les Films du Fleuve,Q19955849,Les Films du Fleuve,0.7000,1.0000,0.7000,59,10,7
PROBABLY,3812,It's a Laugh Productions,Q912601,It's a Laugh Productions,0.7000,1.0000,0.7000,30,32,21
PROBABLY,94513,The Champion Film Company,Q16539202,Champion Film Company,0.7000,0.8400,0.8333,6,8,5
PROBABLY,4853,Richard Oswald Produktion,Q17377985,Richard-Oswald-Produktion,0.7000,0.8400,0.8333,34,6,5
MAYBE,10984,Filmbin AS,Q115122333,Filmbin,0.7000,0.7000,1.0000,7,1,1
MAYBE,72584,Photon Factory,Q7187852,Photon factory films,0.7000,0.7000,1.0000,1,1,1
MAYBE,2393,Peace Arch Entertainment Group,Q7157314,Peace Arch Entertainment,0.7000,0.7000,1.0000,14,1,1
MAYBE,172708,Veranda,Q109326589,Veranda TV,0.7000,0.7000,1.0000,1,4,1
MAYBE,36220,Hwa and Dam Pictures,Q48801230,Hwa&Dam Pictures,0.7000,0.7000,1.0000,20,4,4
MAYBE,18405,Kinotar,Q18688864,Kinotar Oy,0.7000,0.7000,1.0000,29,8,8
PROBABLY,11143,Madragoa Filmes,Q10322952,Madragoa Films,0.7000,0.9333,0.7500,66,4,3
PROBABLY,6674,Svensk Talfilm,Q10684843,AB Svensk talfilm,0.6968,0.8235,0.8462,58,13,11
PROBABLY,161,Claussen+Wöbke Filmproduktion,Q90013629,Claussen & Wöbke Filmproduktion,0.6968,0.8710,0.8000,28,5,4
PROBABLY,8830,Touchwood Pacific Partners 1,Q3532837,Touchwood Pacific Partners,0.6964,0.9286,0.7500,17,8,6
MAYBE,46875,Nitrogen Studios Canada,Q28232810,Nitrogen Studios,0.6957,0.6957,1.0000,9,2,2
MAYBE,39129,Witt/Thomas/Harris Productions,Q8028532,Witt/Thomas Productions,0.6957,0.6957,1.0000,5,2,2
MAYBE,28242,Filmski Autorski Studio,Q19571754,Film Authors' Studio,0.6957,0.6957,1.0000,17,1,1
MAYBE,7678,Astrid Lindgrens Värld,Q750684,Astrid Lindgren's World,0.6957,0.6957,1.0000,5,3,3
PROBABLY,130,Jerry Bruckheimer Films,Q17305144,Jerry Bruckheimer Films,0.6944,1.0000,0.6944,39,36,25
PROBABLY,1020,Millennium Films,Q11882864,Millennium Films,0.6944,1.0000,0.6944,142,36,25
MAYBE,111293,Maecenas Film- und Fernseh GmbH,Q101246994,Maecenas Film- und Fernsehproduktion,0.6944,0.6944,1.0000,1,1,1
MAYBE,169739,Artémis Films,Q110137338,Artemis Films,0.6923,0.6923,1.0000,1,1,1
MAYBE,11007,Inforg Studio,Q99539464,Inforg Stúdió,0.6923,0.6923,1.0000,18,1,1
MAYBE,110011,Cinematic Inc.,Q98457033,Cinematic,0.6923,0.6923,1.0000,4,2,2
MAYBE,2379,Palladium,Q16324267,A/S Palladium,0.6923,0.6923,1.0000,142,1,1
MAYBE,7625,Automatik Entertainment,Q54018662,Automatik,0.6923,0.6923,1.0000,61,1,1
MAYBE,1708,Starbucks Entertainment,Q37158,Starbucks,0.6923,0.6923,1.0000,3,1,1
MAYBE,12012,Eyescreen S.r.l.,Q79395789,Eyescreen,0.6923,0.6923,1.0000,8,3,3
PROBABLY,59,A Band Apart,Q300323,A Band Apart,0.6923,1.0000,0.6923,17,13,9
PROBABLY,17315,feel.,Q307291,Feel,0.6923,1.0000,0.6923,28,13,9
PROBABLY,520,Pacific Data Images,Q533547,Pacific Data Images,0.6923,1.0000,0.6923,46,13,9
PROBABLY,1282,Selig Polyscope Company,Q689021,Selig Polyscope Company,0.6912,1.0000,0.6912,229,68,47
PROBABLY,2783,Motlys,Q3657087,Motlys,0.6875,1.0000,0.6875,60,16,11
PROBABLY,20477,DiC Entertainment,Q515708,DIC Entertainment,0.6875,1.0000,0.6875,100,32,22
MAYBE,39432,Robert Kane Productions,Q3938324,Robert Kane,0.6875,0.6875,1.0000,5,1,1
MAYBE,7658,Buena Vista International Film Production France,Q107382055,Buena Vista International France,0.6875,0.6875,1.0000,1,2,1
MAYBE,140033,Improvision Corporation,Q6007919,Improvision,0.6875,0.6875,1.0000,1,1,1
MAYBE,15186,Naya Sansar,Q56242309,Naya Sansar Productions,0.6875,0.6875,1.0000,8,1,1
MAYBE,144888,Goldsworthy,Q5580364,Goldsworthy Productions,0.6875,0.6875,1.0000,3,2,2
MAYBE,74992,Kaplan Film,Q112627420,Kaplan Film Production,0.6875,0.6875,1.0000,7,1,1
MAYBE,81069,W. Chump and Sons,Q21903339,W. Chump & Sons Ltd,0.6875,0.6875,1.0000,1,1,1
MAYBE,23596,Paul Schiff Productions,Q7153463,Paul Schiff,0.6875,0.6875,1.0000,11,1,1
MAYBE,2268,Isle of Man Film,Q9676,Isle of Man,0.6875,0.6875,1.0000,43,1,1
MAYBE,10718,Frank Lloyd Productions,Q28941,Frank Lloyd,0.6875,0.6875,1.0000,10,1,1
MAYBE,106244,MovieMakers Nord,Q20227561,MovieMakers,0.6875,0.6875,1.0000,1,14,1
MAYBE,483,Praesens-Film AG,Q2107384,Praesens Film,0.6875,0.6875,1.0000,40,1,1
MAYBE,14024,Irwin Allen Productions,Q740071,Irwin Allen,0.6875,0.6875,1.0000,17,1,1
MAYBE,689,Ventanarosa Productions,Q7920227,Ventanarosa,0.6875,0.6875,1.0000,10,2,2
MAYBE,43425,Kris Aquino Production,Q466947,Kris Aquino,0.6875,0.6875,1.0000,3,1,1
MAYBE,6182,Eesti Televisioon,Q101252168,Estonian Television,0.6842,0.6842,1.0000,26,1,1
MAYBE,7379,Scooter Braun Films,Q1189670,Scooter Braun,0.6842,0.6842,1.0000,6,1,1
MAYBE,81137,Friendly Films Productions,Q17386194,Friendly Productions,0.6842,0.6842,1.0000,1,5,1
PROBABLY,1442,Cosmopolitan Productions,Q1136177,Cosmopolitan Productions,0.6842,1.0000,0.6842,86,19,13
MAYBE,179998,Skydance Animation East,Q1755943,Skydance Animation Madrid,0.6800,0.6800,1.0000,1,4,1
PROBABLY,12617,Belarusfilm,Q2621941,Belarusfilm,0.6766,1.0000,0.6766,227,201,136
PROBABLY,101352,Sree Lakshmi Prasanna Pictures,Q7585881,Sri Lakshmi Prasanna Pictures,0.6750,0.9000,0.7500,10,8,6
PROBABLY,1155,ITC Entertainment,Q3149951,ITC Entertainment,0.6739,1.0000,0.6739,107,46,31
PROBABLY,7294,Reliance Entertainment,Q3634702,Reliance Entertainment,0.6731,1.0000,0.6731,113,52,35
PROBABLY,18126,Pranavam Arts International,Q7238322,Pranavam Arts,0.6691,0.7647,0.8750,8,9,7
MAYBE,120078,Soyuzdatfilm,Q4430598,Soyusdetfilm,0.6667,0.6667,1.0000,1,40,1
MAYBE,41624,RatPac Entertainment,Q21116815,RatPac-Dune Entertainment,0.6667,0.6667,1.0000,34,4,4
MAYBE,177553,ANYCOLOR Inc.,Q85329888,AnyColor,0.6667,0.6667,1.0000,3,1,1
MAYBE,37348,Dapur Film Production,Q19725211,Dapur Film,0.6667,0.6667,1.0000,18,3,3
MAYBE,5759,Black walk Productions,Q4922118,Black Walk,0.6667,0.6667,1.0000,3,1,1
MAYBE,22096,Sarrazin Couture Productions,Q7424563,Sarrazin Couture Entertainment,0.6667,0.6667,1.0000,4,1,1
MAYBE,125063,blibli.com,Q12476649,Blibli,0.6667,0.6667,1.0000,6,2,2
MAYBE,6584,Gemini Films,Q3122953,Gémini Films,0.6667,0.6667,1.0000,89,7,7
MAYBE,71445,Movieweb S.p.a.,Q104777270,Movieweb,0.6667,0.6667,1.0000,3,1,1
MAYBE,42784,Souyzdetfilm,Q4430598,Soyusdetfilm,0.6667,0.6667,1.0000,1,40,1
MAYBE,35902,TC Film Studio,Q3998710,Trickfilmstudio,0.6667,0.6667,1.0000,1,1,1
MAYBE,16049,Wall to Wall,Q17032875,Wall to Wall Media,0.6667,0.6667,1.0000,62,4,4
MAYBE,122884,ZeptoLab UK Limited,Q4053573,ZeptoLab,0.6667,0.6667,1.0000,1,1,1
MAYBE,8381,Saregama HMV,Q122575,Saregama,0.6667,0.6667,1.0000,1,2,1
MAYBE,114580,Junction,Q24991641,Junction Entertainment,0.6667,0.6667,1.0000,1,3,1
MAYBE,178143,Sid Kuller Productions,Q524637,Sid Kuller,0.6667,0.6667,1.0000,1,1,1
MAYBE,19694,Metromedia Productions,Q2741127,Metromedia,0.6667,0.6667,1.0000,21,1,1
MAYBE,87017,On the Day,Q20002326,On the Day Productions,0.6667,0.6667,1.0000,9,3,3
MAYBE,89675,Ubisoft Montreal Studios,Q903621,Ubisoft Montreal,0.6667,0.6667,1.0000,1,1,1
MAYBE,161812,Oh That Gus!,Q60886425,"""Oh That Gus!"" Inc.",0.6667,0.6667,1.0000,3,1,1
MAYBE,175369,Golden Icons,Q113238588,Golden icons media,0.6667,0.6667,1.0000,1,1,1
MAYBE,81558,Kjeruben A/S,Q21996310,Kjeruben,0.6667,0.6667,1.0000,1,1,1
PROBABLY,22436,Pronto Film,Q29583500,Pronto Film,0.6667,1.0000,0.6667,19,3,2
PROBABLY,1431,Playboy Enterprises,Q3107204,Playboy Enterprises,0.6667,1.0000,0.6667,32,3,2
PROBABLY,516,Seven Arts Productions,Q3298993,Seven Arts Productions,0.6667,1.0000,0.6667,45,21,14
PROBABLY,14245,Messidor Films,Q77977221,Messidor Films,0.6667,1.0000,0.6667,10,3,2
PROBABLY,28699,Cinemaundici,Q62565077,Cinemaundici,0.6667,1.0000,0.6667,28,3,2
PROBABLY,116844,Blender Animation Studio,Q79450940,Blender Animation Studio,0.6667,1.0000,0.6667,3,3,2
PROBABLY,36209,MWM Studios,Q32186,MWM Studios,0.6667,1.0000,0.6667,6,14,4
PROBABLY,82552,Elevation Pictures,Q18150569,Elevation Pictures,0.6667,1.0000,0.6667,22,3,2
PROBABLY,48490,Chadwick Pictures Corporation,Q2947462,Chadwick Pictures Corporation,0.6667,1.0000,0.6667,22,6,4
PROBABLY,16429,Dream Warrior Pictures,Q24905008,Dream Warrior Pictures,0.6667,1.0000,0.6667,20,6,4
